Date,Country,Bond_Currency,Home_Currency,Hard_Ccy_Issuer,FX_Is_Global_Factor,FX_Series,Quote,FX_Rate,LogRet,FX_Vol_30d_ann_pct,FX_Vol_60d_ann_pct,FX_Alt_Series,FX_Alt_Quote,FX_Alt_Rate,FX_Alt_LogRet,FX_Alt_Vol_30d_ann_pct,Global_EURUSD_Rate,Global_EURUSD_LogRet,Global_EURUSD_Vol_30d_ann_pct
2018-01-01,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.832639467110741,,,,,,,,,0.832639467110741,,
2018-01-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8292561572269674,-0.004071633029563204,,,,,,,,0.8292561572269674,-0.004071633029563204,
2018-01-03,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8323622440486099,0.003738632693485733,,,,,,,,0.8323622440486099,0.003738632693485733,
2018-01-04,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8286377195889957,-0.004484684868844957,,,,,,,,0.8286377195889957,-0.004484684868844957,
2018-01-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8312551953449708,0.003153791310227083,,,,,,,,0.8312551953449708,0.003153791310227083,
2018-01-08,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8356313194618535,0.005250668395208463,,,,,,,,0.8356313194618535,0.005250668395208463,
2018-01-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8377314233056882,0.0025100414784778313,,,,,,,,0.8377314233056882,0.0025100414784778313,
2018-01-10,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8370302167908261,-0.0008373807221854768,,,,,,,,0.8370302167908261,-0.0008373807221854768,
2018-01-11,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8311170212765957,-0.007089566372397271,,,,,,,,0.8311170212765957,-0.007089566372397271,
2018-01-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8205464839583162,-0.012800042633881292,,,,,,,,0.8205464839583162,-0.012800042633881292,
2018-01-15,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8154611432765229,-0.0062167889385236486,,,,,,,,0.8154611432765229,-0.0062167889385236486,
2018-01-16,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8156274213939073,0.00020388606917129404,,,,,,,,0.8156274213939073,0.00020388606917129404,
2018-01-17,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8206474908702966,0.006135992417153707,,,,,,,,0.8206474908702966,0.006135992417153707,
2018-01-18,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.817093598071659,-0.004340000261263632,,,,,,,,0.817093598071659,-0.004340000261263632,
2018-01-19,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8182301681462995,0.0013900247536580979,,,,,,,,0.8182301681462995,0.0013900247536580979,
2018-01-22,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8155276463872125,-0.0033083535393266528,,,,,,,,0.8155276463872125,-0.0033083535393266528,
2018-01-23,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8130742336775347,-0.0030129089197772907,,,,,,,,0.8130742336775347,-0.0030129089197772907,
2018-01-24,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8059316569954867,-0.00882346761396427,,,,,,,,0.8059316569954867,-0.00882346761396427,
2018-01-25,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8066793046424393,0.0009272511700674502,,,,,,,,0.8066793046424393,0.0009272511700674502,
2018-01-26,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8050881571532083,-0.0019744138578864368,,,,,,,,0.8050881571532083,-0.0019744138578864368,
2018-01-29,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8075913587724612,0.0031044030818011548,7.912316887333204,,,,,,,0.8075913587724612,0.0031044030818011548,7.912316887333204
2018-01-30,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8063215610385422,-0.0015735644474305366,7.7119892539579595,,,,,,,0.8063215610385422,-0.0015735644474305366,7.7119892539579595
2018-01-31,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8050881571532083,-0.0015308386343706182,7.526130890530261,,,,,,,0.8050881571532083,-0.0015308386343706182,7.526130890530261
2018-02-01,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.7993605115907275,-0.007139735916762924,7.583964702175036,,,,,,,0.7993605115907275,-0.007139735916762924,7.583964702175036
2018-02-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8024716125667054,0.0038844331324883463,7.6404836561810106,,,,,,,0.8024716125667054,0.0038844331324883463,7.6404836561810106
2018-02-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8085708510208208,0.007571827226604849,8.019308550651507,,,,,,,0.8085708510208208,0.007571827226604849,8.019308550651507
2018-02-06,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8079502302658156,-0.0007678474381588585,7.858299458292035,,,,,,,0.8079502302658156,-0.0007678474381588585,7.858299458292035
2018-02-07,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8153946510110894,0.00917176998837238,8.326838591535635,,,,,,,0.8153946510110894,0.00917176998837238,8.326838591535635
2018-02-08,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8165264962848046,0.0013871325303627946,8.1968906344724,,,,,,,0.8165264962848046,0.0013871325303627946,8.1968906344724
2018-02-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8173273395995095,0.0009803121445150775,8.064375069338007,,,,,,,0.8173273395995095,0.0009803121445150775,8.064375069338007
2018-02-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8135372600065083,-0.0046479473736031895,8.008802022548059,,,,,,,0.8135372600065083,-0.0046479473736031895,8.008802022548059
2018-02-13,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8095854922279793,-0.004869349014182123,8.040621233389764,,,,,,,0.8095854922279793,-0.004869349014182123,8.040621233389764
2018-02-14,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8032128514056224,-0.007902629628296381,8.176325632378232,,,,,,,0.8032128514056224,-0.007902629628296381,8.176325632378232
2018-02-15,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.7996161842315689,-0.004487906234389383,8.17643854144511,,,,,,,0.7996161842315689,-0.004487906234389383,8.17643854144511
2018-02-16,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8060615831049492,0.008028302594180386,8.516369676290784,,,,,,,0.8060615831049492,0.008028302594180386,8.516369676290784
2018-02-19,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8059641345960106,-0.00012090192853295156,8.31221023287354,,,,,,,0.8059641345960106,-0.00012090192853295156,8.31221023287354
2018-02-20,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8105041335710812,0.005617197692011772,8.47997111074191,,,,,,,0.8105041335710812,0.005617197692011772,8.47997111074191
2018-02-21,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8140670791273201,0.0043863282088710265,8.62795983640033,,,,,,,0.8140670791273201,0.0043863282088710265,8.62795983640033
2018-02-22,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8109642364771713,-0.003818814309817564,8.475696714641145,,,,,,,0.8109642364771713,-0.003818814309817564,8.475696714641145
2018-02-23,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8134379956887785,0.0030457494762807513,7.741596210340938,,,,,,,0.8134379956887785,0.0030457494762807513,7.741596210340938
2018-02-26,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8118201006656924,-0.0019909398527388766,7.555105258986678,7.995826279044367,,,,,,0.8118201006656924,-0.0019909398527388766,7.555105258986678
2018-02-27,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8174943797261393,0.006965263083709844,7.831643739857369,8.11686252669825,,,,,,0.8174943797261393,0.006965263083709844,7.831643739857369
2018-02-28,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8200418221329286,0.0031113137638018595,7.675786513937643,8.064524097823073,,,,,,0.8200418221329286,0.0031113137638018595,7.675786513937643
2018-03-01,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8151620134501733,-0.005968458564581475,7.7692841074144505,8.082666366678353,,,,,,0.8151620134501733,-0.005968458564581475,7.7692841074144505
2018-03-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.811853054597118,-0.004067526454059667,7.840309865935782,8.033794304267378,,,,,,0.811853054597118,-0.004067526454059667,7.840309865935782
2018-03-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8106355382619974,-0.001500801384992645,7.796637219605511,7.94500047990346,,,,,,0.8106355382619974,-0.001500801384992645,7.796637219605511
2018-03-06,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8061915511125444,-0.005497184417228795,7.906971631557649,7.939566506089436,,,,,,0.8061915511125444,-0.005497184417228795,7.906971631557649
2018-03-07,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8055745760663793,-0.0007655888356215002,7.4842957841337405,7.852806605682828,,,,,,0.8055745760663793,-0.0007655888356215002,7.4842957841337405
2018-03-08,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8122157244964262,0.008210193537245808,7.852546780865108,8.032774060354814,,,,,,0.8122157244964262,0.008210193537245808,7.852546780865108
2018-03-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8125457056959453,0.0004061903463784544,7.824789762349588,7.951417948511786,,,,,,0.8125457056959453,0.0004061903463784544,7.824789762349588
2018-03-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8107669855683476,-0.0021914703791014456,7.810816159876014,7.879034648203294,,,,,,0.8107669855683476,-0.0021914703791014456,7.810816159876014
2018-03-13,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8071025020177564,-0.004530019071749797,7.913203658148077,7.85030255955054,,,,,,0.8071025020177564,-0.004530019071749797,7.913203658148077
2018-03-14,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8086035416835127,0.0018580608811310517,7.915989061035679,7.79193529899729,,,,,,0.8086035416835127,0.0018580608811310517,7.915989061035679
2018-03-15,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8127107968629365,0.005066585631142845,7.728147129595373,7.81368764568378,,,,,,0.8127107968629365,0.005066585631142845,7.728147129595373
2018-03-16,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8137358613394093,0.0012604958263170152,7.6670064743180815,7.748511344007494,,,,,,0.8137358613394093,0.0012604958263170152,7.6670064743180815
2018-03-19,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8107012565869477,-0.003736196678859993,7.453639978606505,7.709076117892246,,,,,,0.8107012565869477,-0.003736196678859993,7.453639978606505
2018-03-20,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8168599901976802,0.00756808755244201,7.755917382445748,7.827388183465532,,,,,,0.8168599901976802,0.00756808755244201,7.755917382445748
2018-03-21,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8105041335710812,-0.007811268358568907,7.641337830763686,7.914585393059369,,,,,,0.8105041335710812,-0.007811268358568907,7.641337830763686
2018-03-22,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8129089948380278,0.002962724625008295,7.683314191247528,7.877467090788999,,,,,,0.8129089948380278,0.002962724625008295,7.683314191247528
2018-03-23,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8095199546668825,-0.004177742392238032,7.762520054210725,7.847916754349702,,,,,,0.8095199546668825,-0.004177742392238032,7.762520054210725
2018-03-26,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8036970062286517,-0.007219083195895648,7.921235402716206,7.90284029563418,,,,,,0.8036970062286517,-0.007219083195895648,7.921235402716206
2018-03-27,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8062565508344756,0.003179652917379844,7.870446669331517,7.906101150457517,,,,,,0.8062565508344756,0.003179652917379844,7.870446669331517
2018-03-28,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8124466831864159,0.0076482982141283795,7.827577399755155,8.034526222608305,,,,,,0.8124466831864159,0.0076482982141283795,7.827577399755155
2018-03-29,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8129089948380278,0.0005688744566254567,7.690250985625431,7.991524137693753,,,,,,0.8129089948380278,0.0005688744566254567,7.690250985625431
2018-03-30,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8115236356258876,-0.0017056534349571828,7.378836909862935,7.963321691741989,,,,,,0.8115236356258876,-0.0017056534349571828,7.378836909862935
2018-04-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8128759551292473,0.0016650088112192818,7.389705995910865,7.888191383749615,,,,,,0.8128759551292473,0.0016650088112192818,7.389705995910865
2018-04-03,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8149627154557678,0.0025638430973557447,7.249907149092909,7.889064309936128,,,,,,0.8149627154557678,0.0025638430973557447,7.249907149092909
2018-04-04,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8144648965629582,-0.0006110353164837656,7.142002540384499,7.888737303389279,,,,,,0.8144648965629582,-0.0006110353164837656,7.142002540384499
2018-04-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8169934640522876,0.0030997659211245143,7.10054067157859,7.798611503985488,,,,,,0.8169934640522876,0.0030997659211245143,7.10054067157859
2018-04-06,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8141333550435562,-0.003506915472777178,7.130012211157428,7.38315418598504,,,,,,0.8141333550435562,-0.003506915472777178,7.130012211157428
2018-04-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8116553711294184,-0.003048349140475831,7.162548839478952,7.299682422994798,,,,,,0.8116553711294184,-0.003048349140475831,7.162548839478952
2018-04-10,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8093234056328908,-0.0028772333589023036,6.893005598172983,7.32187806219992,,,,,,0.8093234056328908,-0.0028772333589023036,6.893005598172983
2018-04-11,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8086035416835127,-0.0008898597035845446,6.816299264993647,7.205751049715513,,,,,,0.8086035416835127,-0.0008898597035845446,6.816299264993647
2018-04-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8112273870365864,0.00323965619053751,6.691948460711504,7.189247075879515,,,,,,0.8112273870365864,0.00323965619053751,6.691948460711504
2018-04-13,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8109642364771713,-0.0003244383190110778,6.589231586198974,7.182448250386283,,,,,,0.8109642364771713,-0.0003244383190110778,6.589231586198974
2018-04-16,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.807787067329052,-0.003925461830318139,6.67299350479684,7.195145776376227,,,,,,0.807787067329052,-0.003925461830318139,6.67299350479684
2018-04-17,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8083747625399135,0.0007272727593288231,6.477930232125533,7.172573978700362,,,,,,0.8083747625399135,0.0007272727593288231,6.477930232125533
2018-04-18,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8081787691437344,-0.00024248302737645,6.473698252055959,6.938404568924558,,,,,,0.8081787691437344,-0.00024248302737645,6.473698252055959
2018-04-19,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8099789405475458,0.002224965015055147,6.040664864214569,6.950527689093984,,,,,,0.8099789405475458,0.002224965015055147,6.040664864214569
2018-04-20,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8138020833333333,0.00470894756638765,6.198166610756742,7.001413639581425,,,,,,0.8138020833333333,0.00470894756638765,6.198166610756742
2018-04-23,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8190679007289705,0.006449791718598136,6.428156182724694,7.094062933884467,,,,,,0.8190679007289705,0.006449791718598136,6.428156182724694
2018-04-24,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8175277959450621,-0.001882083940042939,6.298350993861327,7.097703565426442,,,,,,0.8175277959450621,-0.001882083940042939,6.298350993861327
2018-04-25,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8223007976317738,0.005821358627898843,6.478720870460668,7.179260087535723,,,,,,0.8223007976317738,0.005821358627898843,6.478720870460668
2018-04-26,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8262414277451872,0.004780754242395657,6.461951391064651,7.062614934450331,,,,,,0.8262414277451872,0.004780754242395657,6.461951391064651
2018-04-27,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8244023083264632,-0.002228367199492154,6.507588779370062,7.05048931994281,,,,,,0.8244023083264632,-0.002228367199492154,6.507588779370062
2018-04-30,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8279173738460901,0.004254710344724466,6.474638634602243,6.939258866454129,,,,,,0.8279173738460901,0.004254710344724466,6.474638634602243
2018-05-01,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8337849668570476,0.007062176244286761,6.429511348261984,7.067610769724006,,,,,,0.8337849668570476,0.007062176244286761,6.429511348261984
2018-05-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8367150566874452,0.003508042854229926,5.948951123084285,6.86401756835774,,,,,,0.8367150566874452,0.003508042854229926,5.948951123084285
2018-05-03,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8341327105142426,-0.0030910634469708542,6.038837918767426,6.898618853140613,,,,,,0.8341327105142426,-0.0030910634469708542,6.038837918767426
2018-05-04,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8361204013377926,0.0023801084372029047,5.859988781541275,6.909988731440514,,,,,,0.8361204013377926,0.0023801084372029047,5.859988781541275
2018-05-07,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8387854386847845,0.0031823157247509726,5.331914966093869,6.852787282269793,,,,,,0.8387854386847845,0.0031823157247509726,5.331914966093869
2018-05-08,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8428860418071478,0.004876827962103869,5.40268358069005,6.817044509043736,,,,,,0.8428860418071478,0.004876827962103869,5.40268358069005
2018-05-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.843846251213029,0.0011385440518094092,5.076540723586672,6.578980213099224,,,,,,0.843846251213029,0.0011385440518094092,5.076540723586672
2018-05-10,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.839278220730172,-0.005428049766884074,5.432922178131049,6.614120172948758,,,,,,0.839278220730172,-0.005428049766884074,5.432922178131049
2018-05-11,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8372404554588079,-0.0024309496861836255,5.4690002672907765,6.472176454578545,,,,,,0.8372404554588079,-0.0024309496861836255,5.4690002672907765
2018-05-14,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.838433805651044,0.0014243226403573284,5.467054334351438,6.472240841159184,,,,,,0.838433805651044,0.0014243226403573284,5.467054334351438
2018-05-15,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8447729672650476,0.007532279084335264,5.769319876815623,6.546387197369913,,,,,,0.8447729672650476,0.007532279084335264,5.769319876815623
2018-05-16,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8469193309337284,0.002537535724061235,5.755705463885258,6.512680636267007,,,,,,0.8469193309337284,0.002537535724061235,5.755705463885258
2018-05-17,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8478168715557439,0.0010592099284969236,5.730665524690299,6.445800631864654,,,,,,0.8478168715557439,0.0010592099284969236,5.730665524690299
2018-05-18,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8490766291657822,0.0014847812675792549,5.551604765771494,6.429876914504096,,,,,,0.8490766291657822,0.0014847812675792549,5.551604765771494
2018-05-21,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8480685239367342,-0.0011880013277246193,5.447250459462973,6.417539848761418,,,,,,0.8480685239367342,-0.0011880013277246193,5.447250459462973
2018-05-22,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8489685032685288,0.0010606479431363725,5.291962198281045,6.285149859969455,,,,,,0.8489685032685288,0.0010606479431363725,5.291962198281045
2018-05-23,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8549200649739249,0.006985886308077394,5.460331526214575,6.399610396201074,,,,,,0.8549200649739249,0.006985886308077394,5.460331526214575
2018-05-24,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8532787234950298,-0.0019217224542015243,5.550890468906614,6.272129485669256,,,,,,0.8532787234950298,-0.0019217224542015243,5.550890468906614
2018-05-25,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8582217645039478,0.005776282025583335,5.639916581689531,6.272846035195884,,,,,,0.8582217645039478,0.005776282025583335,5.639916581689531
2018-05-28,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8603260635780962,0.0024489282072107377,5.364845973381849,6.259800552184333,,,,,,0.8603260635780962,0.0024489282072107377,5.364845973381849
2018-05-29,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8665511265164645,0.007209649810023949,5.546563174783277,6.2388526365565395,,,,,,0.8665511265164645,0.007209649810023949,5.546563174783277
2018-05-30,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8574123295892994,-0.010602176628959487,6.66234498718982,6.681435165846084,,,,,,0.8574123295892994,-0.010602176628959487,6.66234498718982
2018-05-31,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8552856654122477,-0.002483409540086523,6.785378254160385,6.549348458967981,,,,,,0.8552856654122477,-0.002483409540086523,6.785378254160385
2018-06-01,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8575961579692124,0.0026977855993896016,6.735676955180882,6.559379639454532,,,,,,0.8575961579692124,0.0026977855993896016,6.735676955180882
2018-06-04,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8548104457836476,-0.003253566806915298,6.73409555614911,6.584319570627546,,,,,,0.8548104457836476,-0.003253566806915298,6.73409555614911
2018-06-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8533879501621437,-0.001665492666071633,6.725142734234733,6.5095059756053,,,,,,0.8533879501621437,-0.001665492666071633,6.725142734234733
2018-06-06,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8493650995880578,-0.004725122130244314,6.820818532798026,6.608451469715504,,,,,,0.8493650995880578,-0.004725122130244314,6.820818532798026
2018-06-07,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8475294516484448,-0.0021635388649409726,6.790235295799772,6.576030137082993,,,,,,0.8475294516484448,-0.0021635388649409726,6.790235295799772
2018-06-08,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.849762066621346,0.0026307988186456965,6.744830696471644,6.587013259499592,,,,,,0.849762066621346,0.0026307988186456965,6.744830696471644
2018-06-11,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8486082824168365,-0.0013586958611926103,6.706272364996822,6.53610815310835,,,,,,0.8486082824168365,-0.0013586958611926103,6.706272364996822
2018-06-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8514261387824605,0.003315061049452811,6.487704186273911,6.403715123582978,,,,,,0.8514261387824605,0.003315061049452811,6.487704186273911
2018-06-13,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8481044864727334,-0.003908910483660127,6.564216501298477,6.230006285401381,,,,,,0.8481044864727334,-0.003908910483660127,6.564216501298477
2018-06-14,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8643789437289308,0.01900742154778448,8.396873075611687,7.2560288495811145,,,,,,0.8643789437289308,0.01900742154778448,8.396873075611687
2018-06-15,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8614006374364717,-0.003451552309146927,8.494424594713658,7.235293276171999,,,,,,0.8614006374364717,-0.003451552309146927,8.494424594713658
2018-06-18,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8603630732168974,-0.001205234305672237,8.491337656034679,7.0447120544402315,,,,,,0.8603630732168974,-0.001205234305672237,8.491337656034679
2018-06-19,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8628127696289905,0.002843236309910624,8.427682646536834,7.040879033526777,,,,,,0.8628127696289905,0.002843236309910624,8.427682646536834
2018-06-20,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8641548565502938,0.0015542702377717155,8.430085367658991,6.909445812430022,,,,,,0.8641548565502938,0.0015542702377717155,8.430085367658991
2018-06-21,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8618460742911317,-0.0026752982515195756,8.290162018926841,6.950526193241697,,,,,,0.8618460742911317,-0.0026752982515195756,8.290162018926841
2018-06-22,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8578536501672815,-0.004643172572286941,8.39121903868905,7.024579855408354,,,,,,0.8578536501672815,-0.004643172572286941,8.39121903868905
2018-06-25,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8544087491455913,-0.004023805780127954,8.504403843414753,7.095385777080384,,,,,,0.8544087491455913,-0.004023805780127954,8.504403843414753
2018-06-26,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8585901948999742,0.004882027597308353,8.350768254604061,7.135366349816495,,,,,,0.8585901948999742,0.004882027597308353,8.350768254604061
2018-06-27,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8655385813822652,0.008060214754090994,8.614743684229506,7.278395028774209,,,,,,0.8655385813822652,0.008060214754090994,8.614743684229506
2018-06-28,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8643789437289308,-0.001340685680328052,8.634706941462898,7.280925678266234,,,,,,0.8643789437289308,-0.001340685680328052,8.634706941462898
2018-06-29,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8557980316645273,-0.009976860944069299,9.16079412352347,7.564891011559863,,,,,,0.8557980316645273,-0.009976860944069299,9.16079412352347
2018-07-02,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8590696275933164,0.0038155712836224764,9.206602304126092,7.5452782635602,,,,,,0.8590696275933164,0.0038155712836224764,9.206602304126092
2018-07-03,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8578536501672815,-0.0014164612304965185,9.219831591503118,7.519556896641853,,,,,,0.8578536501672815,-0.0014164612304965185,9.219831591503118
2018-07-04,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8579272477693892,8.578904479156213e-05,9.002412056024214,7.511901190925984,,,,,,0.8579272477693892,8.578904479156213e-05,9.002412056024214
2018-07-05,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8553588230262595,-0.0029982461317782094,9.028964971076388,7.5407223938152,,,,,,0.8553588230262595,-0.0029982461317782094,9.028964971076388
2018-07-06,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8512811781731505,-0.004778573817067144,8.968462337027521,7.625950176671078,,,,,,0.8512811781731505,-0.004778573817067144,8.968462337027521
2018-07-09,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8509914049868096,-0.00034045451005501604,8.931321183231901,7.56605032600944,,,,,,0.8509914049868096,-0.00034045451005501604,8.931321183231901
2018-07-10,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8514986376021799,0.0005958714796443498,8.645106311185256,7.5662029285821415,,,,,,0.8514986376021799,0.0005958714796443498,8.645106311185256
2018-07-11,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8566044200788077,0.005978325090560427,8.304379616105976,7.634369740368191,,,,,,0.8566044200788077,0.005978325090560427,8.304379616105976
2018-07-12,Austria,EUR,EUR,False,True,EURUSD,EUR per USD,0.8567144998929106,0.00012849891864408214,8.271803930333336,7.631738222514539,,,,,,0.8567144998929106,0.00012849891864408214,8.271803930333336
